COUNTYNAME,RealPlantArea,HarvestArea,UnitYield,Yield,Crop,Year,Season
新北市,84.15,79.08,12547,992196.0,Taro,2020,whole
宜蘭縣,15.17,15.17,18040,273660.0,Taro,2020,whole
桃園市,4.99,4.99,13206,65899.0,Taro,2020,whole
新竹縣,6.85,6.85,13135,89976.0,Taro,2020,whole
苗栗縣,501.66,501.66,18518,9289723.0,Taro,2020,whole
台中市,850.08,850.08,14118,12001236.0,Taro,2020,whole
彰化縣,20.95,20.95,19965,418260.0,Taro,2020,whole
南投縣,10.76,9.61,14754,141788.0,Taro,2020,whole
雲林縣,58.30,58.30,19955,1163366.0,Taro,2020,whole
嘉義縣,36.89,36.89,16832,620920.0,Taro,2020,whole
台南市,58.28,58.28,20410,1189508.0,Taro,2020,whole
高雄市,43.16,43.16,13604,587135.0,Taro,2020,whole
屏東縣,496.72,496.64,16584,8236380.0,Taro,2020,whole
台東縣,128.86,128.86,6299,811635.0,Taro,2020,whole
花蓮縣,121.41,121.41,16371,1987592.0,Taro,2020,whole
澎湖縣,0.22,0.22,8727,1920.0,Taro,2020,whole
基隆市,0.30,0.30,9800,2940.0,Taro,2020,whole
新竹市,3.51,3.51,13835,48560.0,Taro,2020,whole
嘉義市,1.51,1.51,15087,22782.0,Taro,2020,whole
台北市,2.67,2.67,10226,27304.0,Taro,2020,whole
金門縣,15.40,15.40,24976,384634.0,Taro,2020,whole
新北市,81.29,76.93,12432,956415.0,Taro,2021,first
宜蘭縣,14.19,14.19,17889,253848.0,Taro,2021,first
桃園市,7.53,7.53,13127,98848.0,Taro,2021,first
新竹縣,9.74,9.74,14063,136976.0,Taro,2021,first
苗栗縣,344.12,344.12,17671,6080842.0,Taro,2021,first
台中市,901.23,901.23,17879,16112796.0,Taro,2021,first
彰化縣,18.60,18.60,20234,376346.0,Taro,2021,first
南投縣,11.95,11.95,14444,172608.0,Taro,2021,first
雲林縣,70.22,70.22,19375,1360498.0,Taro,2021,first
嘉義縣,29.27,29.27,15476,452978.0,Taro,2021,first
台南市,53.14,53.14,20319,1079733.0,Taro,2021,first
高雄市,60.41,60.41,12452,752205.0,Taro,2021,first
屏東縣,524.12,517.46,15803,8177368.0,Taro,2021,first
台東縣,90.48,90.48,6431,581832.0,Taro,2021,first
花蓮縣,153.24,153.24,16350,2505493.0,Taro,2021,first
澎湖縣,0.19,0.19,8526,1620.0,Taro,2021,first
基隆市,0.85,0.85,9682,8230.0,Taro,2021,first
新竹市,2.51,2.51,13486,33849.0,Taro,2021,first
嘉義市,1.66,1.66,15128,25112.0,Taro,2021,first
台北市,3.78,3.78,11050,41768.0,Taro,2021,first
金門縣,16.39,16.39,11000,180290.0,Taro,2021,first
新北市,81.29,76.93,12432,956415.0,Taro,2021,whole
宜蘭縣,14.19,14.19,17889,253848.0,Taro,2021,whole
桃園市,7.53,7.53,13127,98848.0,Taro,2021,whole
新竹縣,9.74,9.74,14063,136976.0,Taro,2021,whole
苗栗縣,344.12,344.12,17671,6080842.0,Taro,2021,whole
台中市,901.23,901.23,17879,16112796.0,Taro,2021,whole
彰化縣,18.60,18.60,20234,376346.0,Taro,2021,whole
南投縣,11.95,11.95,14444,172608.0,Taro,2021,whole
雲林縣,70.22,70.22,19375,1360498.0,Taro,2021,whole
嘉義縣,29.27,29.27,15476,452978.0,Taro,2021,whole
台南市,53.14,53.14,20319,1079733.0,Taro,2021,whole
高雄市,60.41,60.41,12452,752205.0,Taro,2021,whole
屏東縣,524.12,517.46,15803,8177368.0,Taro,2021,whole
台東縣,90.48,90.48,6431,581832.0,Taro,2021,whole
花蓮縣,153.24,153.24,16350,2505493.0,Taro,2021,whole
澎湖縣,0.19,0.19,8526,1620.0,Taro,2021,whole
基隆市,0.85,0.85,9682,8230.0,Taro,2021,whole
新竹市,2.51,2.51,13486,33849.0,Taro,2021,whole
嘉義市,1.66,1.66,15128,25112.0,Taro,2021,whole
台北市,3.78,3.78,11050,41768.0,Taro,2021,whole
金門縣,16.39,16.39,11000,180290.0,Taro,2021,whole
新北市,85.44,76.39,12476,953028.0,Taro,2022,first
宜蘭縣,13.14,13.14,18015,236721.0,Taro,2022,first
桃園市,6.37,6.37,14339,91342.0,Taro,2022,first
新竹縣,11.06,11.06,12726,140745.0,Taro,2022,first
苗栗縣,453.73,453.73,20007,9077922.0,Taro,2022,first
台中市,881.92,881.92,18691,16483688.0,Taro,2022,first
彰化縣,28.24,28.24,19426,548578.0,Taro,2022,first
南投縣,18.84,18.84,14629,275604.0,Taro,2022,first
雲林縣,98.65,98.40,19654,1933928.0,Taro,2022,first
嘉義縣,40.32,40.32,16390,660836.0,Taro,2022,first
台南市,57.18,57.18,20288,1160054.0,Taro,2022,first
高雄市,52.82,52.82,13532,714756.0,Taro,2022,first
屏東縣,570.11,562.59,16626,9353793.0,Taro,2022,first
台東縣,94.31,94.31,6438,607147.0,Taro,2022,first
花蓮縣,124.61,124.61,16304,2031593.0,Taro,2022,first
澎湖縣,0.17,0.17,8353,1420.0,Taro,2022,first
基隆市,0.40,0.40,9797,3919.0,Taro,2022,first
新竹市,2.10,2.10,13482,28312.0,Taro,2022,first
嘉義市,2.45,2.45,15127,37060.0,Taro,2022,first
台北市,3.63,3.63,11143,40450.0,Taro,2022,first
金門縣,17.23,17.23,10999,189506.0,Taro,2022,first
新北市,85.44,76.39,12476,953028.0,Taro,2022,whole
宜蘭縣,13.14,13.14,18015,236721.0,Taro,2022,whole
桃園市,6.37,6.37,14339,91342.0,Taro,2022,whole
新竹縣,11.06,11.06,12726,140745.0,Taro,2022,whole
苗栗縣,453.73,453.73,20007,9077922.0,Taro,2022,whole
台中市,881.92,881.92,18691,16483688.0,Taro,2022,whole
彰化縣,28.24,28.24,19426,548578.0,Taro,2022,whole
南投縣,18.84,18.84,14629,275604.0,Taro,2022,whole
雲林縣,98.65,98.40,19654,1933928.0,Taro,2022,whole
嘉義縣,40.32,40.32,16390,660836.0,Taro,2022,whole
台南市,57.18,57.18,20288,1160054.0,Taro,2022,whole
高雄市,52.82,52.82,13532,714756.0,Taro,2022,whole
屏東縣,570.11,562.59,16626,9353793.0,Taro,2022,whole
台東縣,94.31,94.31,6438,607147.0,Taro,2022,whole
花蓮縣,124.61,124.61,16304,2031593.0,Taro,2022,whole
澎湖縣,0.17,0.17,8353,1420.0,Taro,2022,whole
基隆市,0.40,0.40,9797,3919.0,Taro,2022,whole
新竹市,2.10,2.10,13482,28312.0,Taro,2022,whole
嘉義市,2.45,2.45,15127,37060.0,Taro,2022,whole
台北市,3.63,3.63,11143,40450.0,Taro,2022,whole
金門縣,17.23,17.23,10999,189506.0,Taro,2022,whole
新北市,153.06,153.06,8897,1361743.0,Taro,1997,first
宜蘭縣,14.20,14.20,17020,241690.0,Taro,1997,first
桃園市,12.56,12.56,8654,108700.0,Taro,1997,first
新竹縣,33.07,33.07,12777,422540.0,Taro,1997,first
苗栗縣,472.42,472.42,17570,8300190.0,Taro,1997,first
台中市,475.84,475.84,14195,6754414.0,Taro,1997,first
彰化縣,39.13,38.78,11104,430610.0,Taro,1997,first
南投縣,37.50,36.50,14208,518580.0,Taro,1997,first
雲林縣,12.95,12.95,19375,250900.0,Taro,1997,first
嘉義縣,25.00,25.00,10760,269000.0,Taro,1997,first
台南市,25.00,25.00,24132,603300.0,Taro,1997,first
高雄市,178.65,178.65,11247,2009230.0,Taro,1997,first
屏東縣,688.40,688.40,16336,11245620.0,Taro,1997,first
台東縣,120.98,120.98,6712,812003.0,Taro,1997,first
花蓮縣,198.39,198.39,10078,1999340.0,Taro,1997,first
基隆市,1.23,1.23,8963,11025.0,Taro,1997,first
新竹市,2.06,2.06,12862,26495.0,Taro,1997,first
嘉義市,6.00,6.00,11000,66000.0,Taro,1997,first
台中市,113.15,113.15,11956,1352854.0,Taro,1997,second
彰化縣,10.28,9.93,13142,130500.0,Taro,1997,second
台南市,0.80,0.80,20375,16300.0,Taro,1997,second
高雄市,42.05,42.05,12960,544950.0,Taro,1997,second
嘉義市,6.00,6.00,10000,60000.0,Taro,1997,second
新北市,153.06,153.06,8897,1361743.0,Taro,1997,whole
宜蘭縣,14.20,14.20,17020,241690.0,Taro,1997,whole
桃園市,12.56,12.56,8654,108700.0,Taro,1997,whole
新竹縣,33.07,33.07,12777,422540.0,Taro,1997,whole
苗栗縣,472.42,472.42,17570,8300190.0,Taro,1997,whole
台中市,588.99,588.99,13765,8107268.0,Taro,1997,whole
彰化縣,49.41,48.71,11519,561110.0,Taro,1997,whole
南投縣,37.50,36.50,14208,518580.0,Taro,1997,whole
雲林縣,15.60,15.60,19792,308750.0,Taro,1997,whole
嘉義縣,25.00,25.00,10760,269000.0,Taro,1997,whole
台南市,25.80,25.80,24016,619600.0,Taro,1997,whole
高雄市,264.20,264.20,11325,2992180.0,Taro,1997,whole
屏東縣,688.40,688.40,16336,11245620.0,Taro,1997,whole
台東縣,120.98,120.98,6712,812003.0,Taro,1997,whole
花蓮縣,198.39,198.39,10078,1999340.0,Taro,1997,whole
基隆市,1.23,1.23,8963,11025.0,Taro,1997,whole
新竹市,2.06,2.06,12862,26495.0,Taro,1997,whole
嘉義市,12.00,12.00,10500,126000.0,Taro,1997,whole
雲林縣,2.65,2.65,21830,57850.0,Taro,1997,winter
高雄市,43.50,43.50,10069,438000.0,Taro,1997,winter
新北市,151.39,151.39,9559,1447158.0,Taro,1998,first
宜蘭縣,19.51,19.51,16907,329850.0,Taro,1998,first
桃園市,8.39,8.39,11161,93640.0,Taro,1998,first
新竹縣,35.83,35.83,10883,389950.0,Taro,1998,first
苗栗縣,488.77,488.77,17685,8643740.0,Taro,1998,first
台中市,591.92,591.92,15657,9267795.0,Taro,1998,first
彰化縣,51.98,51.78,13823,715770.0,Taro,1998,first
南投縣,39.00,39.00,13957,544310.0,Taro,1998,first
雲林縣,14.25,14.25,27659,394140.0,Taro,1998,first
嘉義縣,33.00,33.00,12073,398400.0,Taro,1998,first
台南市,35.50,35.50,25893,919200.0,Taro,1998,first
高雄市,75.66,74.76,13716,1025410.0,Taro,1998,first
屏東縣,733.11,733.11,16344,11981840.0,Taro,1998,first
台東縣,122.85,122.85,8757,1075799.0,Taro,1998,first
花蓮縣,206.56,206.56,18711,3864865.0,Taro,1998,first
基隆市,1.23,1.23,8951,11010.0,Taro,1998,first
新竹市,2.36,2.36,12000,28320.0,Taro,1998,first
嘉義市,5.00,5.00,12000,60000.0,Taro,1998,first
台中市,8.44,8.44,12058,101770.0,Taro,1998,second
雲林縣,13.39,13.39,28671,383900.0,Taro,1998,second
台南市,3.40,3.40,24956,84850.0,Taro,1998,second
新北市,151.39,151.39,9559,1447158.0,Taro,1998,whole
宜蘭縣,19.51,19.51,16907,329850.0,Taro,1998,whole
桃園市,8.39,8.39,11161,93640.0,Taro,1998,whole
新竹縣,35.83,35.83,10883,389950.0,Taro,1998,whole
苗栗縣,488.77,488.77,17685,8643740.0,Taro,1998,whole
台中市,659.54,659.54,15386,10147789.0,Taro,1998,whole
彰化縣,51.98,51.78,13823,715770.0,Taro,1998,whole
南投縣,39.00,39.00,13957,544310.0,Taro,1998,whole
雲林縣,29.44,29.44,27895,821240.0,Taro,1998,whole
嘉義縣,33.00,33.00,12073,398400.0,Taro,1998,whole
台南市,38.90,38.90,25811,1004050.0,Taro,1998,whole
高雄市,75.66,74.76,13716,1025410.0,Taro,1998,whole
屏東縣,733.11,733.11,16344,11981840.0,Taro,1998,whole
台東縣,122.85,122.85,8757,1075799.0,Taro,1998,whole
花蓮縣,206.56,206.56,18711,3864865.0,Taro,1998,whole
基隆市,1.23,1.23,8951,11010.0,Taro,1998,whole
新竹市,2.36,2.36,12000,28320.0,Taro,1998,whole
嘉義市,5.00,5.00,12000,60000.0,Taro,1998,whole
台中市,59.18,59.18,13150,778224.0,Taro,1998,winter
雲林縣,1.80,1.80,24000,43200.0,Taro,1998,winter
新北市,135.48,135.48,9920,1343983.0,Taro,1999,first
宜蘭縣,20.76,20.76,21138,438830.0,Taro,1999,first
桃園市,4.96,4.96,11940,59220.0,Taro,1999,first
新竹縣,43.21,43.21,11797,509750.0,Taro,1999,first
苗栗縣,511.90,511.90,20915,10706380.0,Taro,1999,first
台中市,608.30,608.30,14291,8693336.0,Taro,1999,first
彰化縣,39.25,39.25,17691,694360.0,Taro,1999,first
南投縣,34.85,34.85,20128,701450.0,Taro,1999,first
雲林縣,10.97,10.97,20796,228130.0,Taro,1999,first
嘉義縣,31.50,31.50,11810,372000.0,Taro,1999,first
台南市,31.20,31.20,24827,774610.0,Taro,1999,first
高雄市,62.06,62.06,16620,1031440.0,Taro,1999,first
屏東縣,730.85,730.85,16270,11891085.0,Taro,1999,first
台東縣,119.50,119.50,7894,943280.0,Taro,1999,first
花蓮縣,215.65,215.65,17857,3850850.0,Taro,1999,first
基隆市,1.24,1.24,8935,11080.0,Taro,1999,first
新竹市,2.80,2.80,12268,34350.0,Taro,1999,first
嘉義市,8.00,8.00,11000,88000.0,Taro,1999,first
台北市,0.02,0.02,5000,100.0,Taro,1999,first
台中市,0.53,0.53,0,0.0,Taro,1999,second
彰化縣,24.12,24.12,16923,408180.0,Taro,1999,second
台南市,10.90,10.90,23436,255450.0,Taro,1999,second
高雄市,1.00,1.00,15360,15360.0,Taro,1999,second
新北市,135.48,135.48,9920,1343983.0,Taro,1999,whole
宜蘭縣,20.76,20.76,21138,438830.0,Taro,1999,whole
桃園市,4.96,4.96,11940,59220.0,Taro,1999,whole
新竹縣,43.21,43.21,11797,509750.0,Taro,1999,whole
苗栗縣,511.90,511.90,20915,10706380.0,Taro,1999,whole
台中市,608.83,608.83,14279,8693336.0,Taro,1999,whole
彰化縣,63.37,63.37,17398,1102540.0,Taro,1999,whole
南投縣,34.85,34.85,20128,701450.0,Taro,1999,whole
雲林縣,10.97,10.97,20796,228130.0,Taro,1999,whole
嘉義縣,31.50,31.50,11810,372000.0,Taro,1999,whole
台南市,42.10,42.10,24467,1030060.0,Taro,1999,whole
高雄市,63.06,63.06,16600,1046800.0,Taro,1999,whole
屏東縣,730.85,730.85,16270,11891085.0,Taro,1999,whole
台東縣,119.50,119.50,7894,943280.0,Taro,1999,whole
花蓮縣,215.65,215.65,17857,3850850.0,Taro,1999,whole
基隆市,1.24,1.24,8935,11080.0,Taro,1999,whole
新竹市,2.80,2.80,12268,34350.0,Taro,1999,whole
嘉義市,8.00,8.00,11000,88000.0,Taro,1999,whole
台北市,0.02,0.02,5000,100.0,Taro,1999,whole
新北市,120.52,120.52,9940,1197970.0,Taro,2000,first
宜蘭縣,15.54,15.54,25503,396315.0,Taro,2000,first
桃園市,3.65,3.65,10675,38963.0,Taro,2000,first
新竹縣,44.91,44.91,11523,517490.0,Taro,2000,first
苗栗縣,480.03,480.03,20828,9998150.0,Taro,2000,first
台中市,586.24,586.24,12719,7456224.0,Taro,2000,first
彰化縣,32.85,32.85,18237,599070.0,Taro,2000,first
南投縣,33.03,33.03,14510,479255.0,Taro,2000,first
雲林縣,20.00,20.00,22681,453625.0,Taro,2000,first
嘉義縣,23.50,23.50,10787,253500.0,Taro,2000,first
台南市,29.10,29.10,24407,710250.0,Taro,2000,first
高雄市,64.66,63.86,15347,980070.0,Taro,2000,first
屏東縣,738.66,738.66,16120,11907130.0,Taro,2000,first
台東縣,132.91,132.91,9605,1276588.0,Taro,2000,first
花蓮縣,199.10,199.10,18851,3753165.0,Taro,2000,first
基隆市,1.24,1.24,8937,11082.0,Taro,2000,first
新竹市,2.25,2.25,10756,24200.0,Taro,2000,first
嘉義市,6.00,6.00,11000,66000.0,Taro,2000,first
台北市,5.04,4.04,79307,320400.0,Taro,2000,first
高雄市,0.60,0.50,10250,5125.0,Taro,2000,second
嘉義市,10.00,10.00,11000,110000.0,Taro,2000,second
新北市,120.52,120.52,9940,1197970.0,Taro,2000,whole
宜蘭縣,15.54,15.54,25503,396315.0,Taro,2000,whole
桃園市,3.65,3.65,10675,38963.0,Taro,2000,whole
新竹縣,44.91,44.91,11523,517490.0,Taro,2000,whole
苗栗縣,480.03,480.03,20828,9998150.0,Taro,2000,whole
台中市,586.24,586.24,12719,7456224.0,Taro,2000,whole
彰化縣,32.85,32.85,18237,599070.0,Taro,2000,whole
南投縣,33.03,33.03,14510,479255.0,Taro,2000,whole
雲林縣,26.50,26.50,21610,572675.0,Taro,2000,whole
嘉義縣,23.50,23.50,10787,253500.0,Taro,2000,whole
台南市,29.10,29.10,24407,710250.0,Taro,2000,whole
高雄市,65.26,64.36,15308,985195.0,Taro,2000,whole
屏東縣,738.66,738.66,16120,11907130.0,Taro,2000,whole
台東縣,132.91,132.91,9605,1276588.0,Taro,2000,whole
花蓮縣,199.10,199.10,18851,3753165.0,Taro,2000,whole
基隆市,1.24,1.24,8937,11082.0,Taro,2000,whole
新竹市,2.25,2.25,10756,24200.0,Taro,2000,whole
嘉義市,21.00,21.00,10762,226000.0,Taro,2000,whole
台北市,5.04,4.04,79307,320400.0,Taro,2000,whole
雲林縣,6.50,6.50,18315,119050.0,Taro,2000,winter
嘉義市,5.00,5.00,10000,50000.0,Taro,2000,winter
新北市,119.19,119.19,10244,1221002.0,Taro,2001,first
宜蘭縣,14.48,14.48,27931,404435.0,Taro,2001,first
桃園市,4.52,4.42,12810,56622.0,Taro,2001,first
新竹縣,38.42,38.42,12448,478265.0,Taro,2001,first
苗栗縣,582.97,582.97,19894,11597760.0,Taro,2001,first
台中市,685.26,685.26,15976,10947703.0,Taro,2001,first
彰化縣,40.50,40.50,18440,746810.0,Taro,2001,first
南投縣,31.42,31.42,15859,498300.0,Taro,2001,first
雲林縣,22.27,22.27,20901,465468.0,Taro,2001,first
嘉義縣,55.70,55.70,12401,690720.0,Taro,2001,first
台南市,32.10,32.10,23374,750300.0,Taro,2001,first
高雄市,86.84,86.84,14192,1232450.0,Taro,2001,first
屏東縣,791.74,791.74,16252,12867200.0,Taro,2001,first
台東縣,135.48,135.48,8246,1117173.0,Taro,2001,first
花蓮縣,189.45,189.45,20697,3920975.0,Taro,2001,first
基隆市,1.25,1.25,8933,11166.0,Taro,2001,first
新竹市,2.22,2.22,10324,22920.0,Taro,2001,first
嘉義市,8.00,8.00,10800,86400.0,Taro,2001,first
台北市,5.03,4.52,8000,36160.0,Taro,2001,first
高雄市,1.60,1.60,12200,19520.0,Taro,2001,second
嘉義市,10.00,10.00,10800,108000.0,Taro,2001,second
新北市,119.19,119.19,10244,1221002.0,Taro,2001,whole
宜蘭縣,14.48,14.48,27931,404435.0,Taro,2001,whole
桃園市,4.52,4.42,12810,56622.0,Taro,2001,whole
新竹縣,38.42,38.42,12448,478265.0,Taro,2001,whole
苗栗縣,582.97,582.97,19894,11597760.0,Taro,2001,whole
台中市,685.26,685.26,15976,10947703.0,Taro,2001,whole
彰化縣,40.50,40.50,18440,746810.0,Taro,2001,whole
南投縣,35.42,35.42,16553,586300.0,Taro,2001,whole
雲林縣,22.27,22.27,20901,465468.0,Taro,2001,whole
嘉義縣,55.70,55.70,12401,690720.0,Taro,2001,whole
台南市,32.50,32.50,23332,758300.0,Taro,2001,whole
高雄市,90.04,90.04,14068,1266690.0,Taro,2001,whole
屏東縣,791.74,791.74,16252,12867200.0,Taro,2001,whole
台東縣,142.56,142.56,8401,1197688.0,Taro,2001,whole
花蓮縣,189.45,189.45,20697,3920975.0,Taro,2001,whole
基隆市,1.25,1.25,8933,11166.0,Taro,2001,whole
新竹市,2.22,2.22,10324,22920.0,Taro,2001,whole
嘉義市,28.00,28.00,10693,299400.0,Taro,2001,whole
台北市,5.03,4.52,8000,36160.0,Taro,2001,whole
南投縣,4.00,4.00,22000,88000.0,Taro,2001,winter
台南市,0.40,0.40,20000,8000.0,Taro,2001,winter
高雄市,1.60,1.60,9200,14720.0,Taro,2001,winter
台東縣,7.08,7.08,11372,80515.0,Taro,2001,winter
嘉義市,10.00,10.00,10500,105000.0,Taro,2001,winter
新北市,108.21,108.21,9967,1078565.0,Taro,2002,first
宜蘭縣,19.38,19.38,26528,514120.0,Taro,2002,first
桃園市,4.48,4.48,12285,55035.0,Taro,2002,first
新竹縣,26.18,26.18,12881,337230.0,Taro,2002,first
苗栗縣,597.64,597.64,20024,11966950.0,Taro,2002,first
台中市,671.33,671.33,14311,9607105.0,Taro,2002,first
彰化縣,53.87,53.87,20668,1113390.0,Taro,2002,first
南投縣,29.76,29.76,18610,553845.0,Taro,2002,first
雲林縣,72.75,72.75,19550,1422249.0,Taro,2002,first
嘉義縣,97.20,97.20,10899,1059400.0,Taro,2002,first
台南市,40.34,40.34,22558,910000.0,Taro,2002,first
高雄市,84.64,84.64,14239,1205170.0,Taro,2002,first
屏東縣,808.52,808.52,17309,13994713.0,Taro,2002,first
台東縣,114.83,114.82,6558,752957.0,Taro,2002,first
花蓮縣,178.08,178.08,20117,3582480.0,Taro,2002,first
基隆市,1.24,1.24,8855,10980.0,Taro,2002,first
新竹市,2.05,1.95,10436,20350.0,Taro,2002,first
嘉義市,7.55,7.55,10800,81540.0,Taro,2002,first
台北市,0.03,0.03,9000,270.0,Taro,2002,first
台中市,5.00,5.00,12000,60000.0,Taro,2002,second
嘉義縣,0.00,0.00,0,0.0,Taro,2002,second
高雄市,1.24,1.24,12194,15120.0,Taro,2002,second
嘉義市,9.88,9.88,10800,106704.0,Taro,2002,second
新北市,108.21,108.21,9967,1078565.0,Taro,2002,whole
宜蘭縣,19.38,19.38,26528,514120.0,Taro,2002,whole
桃園市,4.48,4.48,12285,55035.0,Taro,2002,whole
新竹縣,26.18,26.18,12881,337230.0,Taro,2002,whole
苗栗縣,597.64,597.64,20024,11966950.0,Taro,2002,whole
台中市,676.33,676.33,14293,9667105.0,Taro,2002,whole
彰化縣,53.87,53.87,20668,1113390.0,Taro,2002,whole
南投縣,29.76,29.76,18610,553845.0,Taro,2002,whole
雲林縣,72.75,72.75,19550,1422249.0,Taro,2002,whole
嘉義縣,97.20,97.20,10899,1059400.0,Taro,2002,whole
台南市,40.34,40.34,22558,910000.0,Taro,2002,whole
高雄市,85.88,85.88,14209,1220290.0,Taro,2002,whole
屏東縣,808.52,808.52,17309,13994713.0,Taro,2002,whole
台東縣,114.83,114.82,6558,752957.0,Taro,2002,whole
花蓮縣,178.08,178.08,20117,3582480.0,Taro,2002,whole
基隆市,1.24,1.24,8855,10980.0,Taro,2002,whole
新竹市,2.05,1.95,10436,20350.0,Taro,2002,whole
嘉義市,17.43,17.43,10800,188244.0,Taro,2002,whole
台北市,0.03,0.03,9000,270.0,Taro,2002,whole
南投縣,0.00,0.00,0,0.0,Taro,2002,winter
高雄市,0.00,0.00,0,0.0,Taro,2002,winter
嘉義市,0.00,0.00,0,0.0,Taro,2002,winter
新北市,103.50,103.50,10541,1091015.0,Taro,2003,first
宜蘭縣,19.58,19.58,24783,485245.0,Taro,2003,first
桃園市,4.86,4.86,14269,69346.0,Taro,2003,first
新竹縣,23.70,23.70,13121,310970.0,Taro,2003,first
苗栗縣,489.57,489.57,20132,9856200.0,Taro,2003,first
台中市,640.77,640.77,14230,9118171.0,Taro,2003,first
彰化縣,43.18,43.18,19349,835500.0,Taro,2003,first
南投縣,38.14,38.14,16697,636832.0,Taro,2003,first
雲林縣,106.46,106.46,20416,2173539.0,Taro,2003,first
嘉義縣,112.10,112.10,10131,1135730.0,Taro,2003,first
台南市,56.23,56.23,22745,1278970.0,Taro,2003,first
高雄市,106.58,106.58,14089,1501656.0,Taro,2003,first
屏東縣,803.28,803.28,17352,13938306.0,Taro,2003,first
台東縣,118.85,118.85,6339,753331.0,Taro,2003,first
花蓮縣,123.67,123.67,18224,2253780.0,Taro,2003,first
基隆市,1.20,1.20,8922,10706.0,Taro,2003,first
新竹市,2.77,2.77,10634,29455.0,Taro,2003,first
嘉義市,10.86,10.86,11800,128148.0,Taro,2003,first
台北市,0.01,0.01,8000,80.0,Taro,2003,first
高雄市,0.00,0.00,0,0.0,Taro,2003,second
嘉義市,0.00,0.00,0,0.0,Taro,2003,second
新北市,103.50,103.50,10541,1091015.0,Taro,2003,whole
宜蘭縣,19.58,19.58,24783,485245.0,Taro,2003,whole
桃園市,4.86,4.86,14269,69346.0,Taro,2003,whole
新竹縣,23.70,23.70,13121,310970.0,Taro,2003,whole
苗栗縣,489.57,489.57,20132,9856200.0,Taro,2003,whole
台中市,640.77,640.77,14230,9118171.0,Taro,2003,whole
彰化縣,43.18,43.18,19349,835500.0,Taro,2003,whole
南投縣,38.14,38.14,16697,636832.0,Taro,2003,whole
雲林縣,106.46,106.46,20416,2173539.0,Taro,2003,whole
嘉義縣,112.10,112.10,10131,1135730.0,Taro,2003,whole
台南市,56.23,56.23,22745,1278970.0,Taro,2003,whole
高雄市,106.58,106.58,14089,1501656.0,Taro,2003,whole
屏東縣,803.28,803.28,17352,13938306.0,Taro,2003,whole
台東縣,118.85,118.85,6339,753331.0,Taro,2003,whole
花蓮縣,123.67,123.67,18224,2253780.0,Taro,2003,whole
基隆市,1.20,1.20,8922,10706.0,Taro,2003,whole
新竹市,2.77,2.77,10634,29455.0,Taro,2003,whole
嘉義市,10.86,10.86,11800,128148.0,Taro,2003,whole
台北市,0.01,0.01,8000,80.0,Taro,2003,whole
高雄市,0.00,0.00,0,0.0,Taro,2003,winter
嘉義市,0.00,0.00,0,0.0,Taro,2003,winter
新北市,99.26,99.26,11093,1101083.0,Taro,2004,first
宜蘭縣,26.76,26.76,26383,706005.0,Taro,2004,first
桃園市,2.48,2.48,13888,34442.0,Taro,2004,first
新竹縣,35.90,35.90,12696,455795.0,Taro,2004,first
苗栗縣,387.09,387.09,17707,6854215.0,Taro,2004,first
台中市,545.45,545.45,13765,7508166.0,Taro,2004,first
彰化縣,34.81,34.81,19918,693360.0,Taro,2004,first
南投縣,30.29,30.29,13708,415220.0,Taro,2004,first
雲林縣,89.04,89.04,21126,1881020.0,Taro,2004,first
嘉義縣,92.30,92.30,10332,953660.0,Taro,2004,first
台南市,46.29,46.29,21290,985525.0,Taro,2004,first
高雄市,86.23,86.23,13373,1153142.0,Taro,2004,first
屏東縣,753.67,753.67,17527,13209704.0,Taro,2004,first
台東縣,110.23,110.23,7136,786585.0,Taro,2004,first
花蓮縣,88.19,88.19,16346,1441585.0,Taro,2004,first
基隆市,1.21,1.21,8858,10718.0,Taro,2004,first
新竹市,2.74,2.74,10489,28740.0,Taro,2004,first
嘉義市,8.20,8.20,13280,108896.0,Taro,2004,first
台北市,0.01,0.01,8000,80.0,Taro,2004,first
嘉義市,0.00,0.00,0,0.0,Taro,2004,second
新北市,99.26,99.26,11093,1101083.0,Taro,2004,whole
宜蘭縣,26.76,26.76,26383,706005.0,Taro,2004,whole
桃園市,2.48,2.48,13888,34442.0,Taro,2004,whole
新竹縣,35.90,35.90,12696,455795.0,Taro,2004,whole
苗栗縣,387.09,387.09,17707,6854215.0,Taro,2004,whole
台中市,545.45,545.45,13765,7508166.0,Taro,2004,whole
彰化縣,34.81,34.81,19918,693360.0,Taro,2004,whole
南投縣,30.29,30.29,13708,415220.0,Taro,2004,whole
雲林縣,89.04,89.04,21126,1881020.0,Taro,2004,whole
嘉義縣,92.30,92.30,10332,953660.0,Taro,2004,whole
台南市,46.29,46.29,21290,985525.0,Taro,2004,whole
高雄市,86.23,86.23,13373,1153142.0,Taro,2004,whole
屏東縣,753.67,753.67,17527,13209704.0,Taro,2004,whole
台東縣,110.23,110.23,7136,786585.0,Taro,2004,whole
花蓮縣,88.19,88.19,16346,1441585.0,Taro,2004,whole
基隆市,1.21,1.21,8858,10718.0,Taro,2004,whole
新竹市,2.74,2.74,10489,28740.0,Taro,2004,whole
嘉義市,8.20,8.20,13280,108896.0,Taro,2004,whole
台北市,0.01,0.01,8000,80.0,Taro,2004,whole
嘉義市,0.00,0.00,0,0.0,Taro,2004,winter
